Name_domain,Product_name,Region,Country,Average_rating,Number_of_rates,Price,Type
Château de Lacarelle,Beaujolais-Villages Rouge 2009,Beaujolais-Villages,France,3.4,576,17.61,Red
Jean Paul Deville,Côtes de Bordeaux 2018,Côtes de Bordeaux,France,3.6,25,17.62,Red
Monchiero Carbone,Regret Langhe Nebbiolo 2021,Langhe,Italy,3.8,168,17.62,Red
Castel di Salve,Priante Salento Rosso 2015,Salento,Italy,3.6,49,17.62,Red
Rivera,Il Falcone Riserva Castel del Monte 2017,Castel del Monte,Italy,4.0,59,17.62,Red
Fiegl,Cabernet Sauvignon Venezia Giulia 2022,Venezia Giulia,Italy,3.6,151,17.63,Red
Myrko Tépus,Memoriam 2018,Vin de Pays,France,4.0,35,17.64,Red
Cantina Diomede,Canace Nero di Troia 2020,Puglia,Italy,4.4,30,17.65,Red
Francesco Poli,Massenza Rosso 2019,Trentino-Alto Adige,Italy,3.7,88,17.68,Red
Azienda San Martino,Siir Aglianico del Vulture 2021,Aglianico del Vulture,Italy,3.7,710,17.68,Red
Campo al Pero,Zephyro Rosso 2021,Bolgheri,Italy,3.6,331,17.68,Red
Ferdinand Matjaž Četrtič,Cabernet Sauvignon 2020,Goriška Brda,Slovenia,3.6,186,17.68,Red
Domini Veneti,Collezione Pruviniano Valpolicella Ripasso Classico Superiore 2018,Valpolicella Ripasso Classico,Italy,3.9,961,17.68,Red
Francesco Poli,Cabernet Sauvignon 2016,Trentino-Alto Adige,Italy,3.7,54,17.68,Red
Spier,Creative Block 2 2021,Coastal Region,South Africa,3.8,58,17.7,White
Maison Rivier,Cuvée Maely 2021,Côtes-du-Rhône-Villages 'Laudun',France,4.1,39,17.7,White
Von Winning,Win Win Riesling 2022,Pfalz,Germany,3.8,42,17.7,White
Château Les Grands Chênes,Médoc 2007,Médoc,France,3.8,336,17.7,Red
Tinazzi,Tenuta Valleselle Rovertondo Valpolicella Ripasso Superiore 2019,Valpolicella Ripasso,Italy,4.1,1000,17.7,Red
Audarya,Camminera Vermentino di Sardegna 2021,Vermentino di Sardegna,Italy,3.9,45,17.7,White
Antico Podere Casanova,Langelo Bucciarelli Rosso 2019,Toscana,Italy,3.6,144,17.7,Red
Gatti,Raboso 2019,Veneto,Italy,3.3,104,17.7,Red
Château Les Valentines,Le Grand Huit Bio Rosé 2022,La Londe,France,3.9,275,17.7,Rose
Ferdinando Principiano,Dolcetto d'Alba Sant'Anna 2022,Dolcetto d'Alba,Italy,3.5,956,17.71,Red
Chateau Ste. Michelle,Dry Riesling 2020,Columbia Valley,United States,3.8,1779,17.71,White
Vite Colte,Villata Roero Arneis 2022,Roero,Italy,3.8,63,17.71,White
Valdrinal,Santamaría 2021,Rueda,Spain,4.0,28,17.71,White
Terres de Roa,Cuvée Lunaire 2012,Saint-Pourçain,France,3.8,86,17.71,Red
Tommasi,Masseria Surani Arthemis Fiano 2022,Puglia,Italy,3.8,970,17.71,White
Tenuta Bellafonte,Sperella Montefalco Bianco 2022,Montefalco,Italy,3.8,192,17.72,White
Pierpaolo Pecorari,Friulano 2021,Friuli Isonzo,Italy,3.7,304,17.76,White
Castello di Uviglie,Le Cave 2019,Barbera del Monferrato Superiore,Italy,3.8,778,17.77,Red
Donnafugata,Floramundi 2021,Cerasuolo di Vittoria,Italy,3.8,40,17.77,Red
Lis Neris,Venezia Giulia Fiore di Campo 2021,Venezia Giulia,Italy,4.0,126,17.77,White
Schiopetto,Ribolla Gialla 2022,Venezia Giulia,Italy,3.7,854,17.78,White
I Capitani,Gaudium Fiano di Avellino 2022,Fiano de Avellino,Italy,4.2,760,17.78,White
Terlan (Terlano),Tradition Gewürztraminer 2022,Südtirol - Alto Adige,Italy,4.1,146,17.78,White
Azienda Agricola Morella,Mezzogiorno Bianco 2022,Salento,Italy,3.8,259,17.78,White
Draga,Malvasia 2022,Collio,Italy,3.7,47,17.78,White
Castello di Tassarolo,Alborina Gavi 2021,Gavi,Italy,3.8,299,17.78,White
Ricasoli,Brolio Chianti Classico 2021,Chianti Classico,Italy,3.9,534,17.78,Red
Bisson,Villa Fieschi Çimixà Portofino 2018,Liguria,Italy,3.8,38,17.78,White
Casata Monfort,Pinot Noir 2021,Trentino,Italy,3.7,298,17.78,Red
Caruso & Minini,Cutaja Nero d'Avola 2018,Terre Siciliane,Italy,4.0,1168,17.78,Red
Vallarom,Cabernet Sauvignon 2022,Vallagarina,Italy,3.8,175,17.78,Red
Salizzoni,Laurentius 2021,Trentino-Alto Adige,Italy,3.9,79,17.78,Red
Letrari,Teroldego 2019,Vallagarina,Italy,3.7,156,17.78,Red
Casata Monfort,Lagrein 2020,Trentino,Italy,3.8,253,17.78,Red
Azienda Agricola Morella,Mezzarosa Rosato 2022,Salento,Italy,3.6,78,17.78,Rose
Castello Nipozzano,Chianti Rùfina Riserva 2019,Chianti Rùfina,Italy,4.0,3333,17.79,Red
Sergio Mottura,Tragugnano Orvieto 2022,Orvieto,Italy,3.6,495,17.8,White
G. Milazzo,Terre della Baronia Bianco 2022,Sicilia,Italy,4.2,64,17.8,White
Francis Ford Coppola Winery,Diamond Collection Sauvignon Blanc 2020,California,United States,3.6,71,17.8,White
Florian Mollet - Domaine Roc de L'Abbaye,Sancerre Rosé 2019,Sancerre,France,3.8,48,17.8,Rose
Pfitscher,Müller Thurgau Dola 2020,Südtirol - Alto Adige,Italy,3.7,235,17.8,White
Kaiken,Ultra Chardonnay 2021,Mendoza,Argentina,3.8,215,17.8,White
Les Goubert,"Cuvée de ""V"" Côtes-du-Rhône 2019",Côtes-du-Rhône,France,3.7,29,17.8,White
Maso Cantanghel,SotSàs Cuvèe 2021,Trentino,Italy,3.9,598,17.8,White
Case Alte,12 Filari Catarratto 2022,Sicilia,Italy,3.9,407,17.8,White
Vetus,Alba de Vetus Albariño 2022,Rías Baixas,Spain,4.1,34,17.8,White
De Bortoli,Deen Vat 8 Shiraz 2018,Heathcote,Australia,3.7,181,17.8,Red
Berthet Bondet,La Source Côtes du Jura 2018,Côtes du Jura,France,3.6,54,17.8,White
Domaine Chanzy,Bouzéron 'Les Trois' 2021,Bouzéron,France,3.8,322,17.8,White
Fertuna,Droppello Alto Toscana Bianco 2020,Toscana,Italy,4.0,98,17.8,White
Florian Mollet - Domaine Roc de L'Abbaye,Sancerre Rosé 2021,Sancerre,France,3.8,48,17.8,Rose
Louis Chèze,Viognier 2021,Collines Rhodaniennes,France,4.0,99,17.8,White
Case Alte,4 Filari Grillo 2022,Sicilia,Italy,3.8,169,17.8,White
Paul Kubler,Nuances de Néroli Gewürztraminer 2019,Alsace,France,3.9,58,17.8,White
Clos de la Molénie,Pas de la Colline Blanc 2021,Vin de France,France,4.0,39,17.8,White
Domaine la Soumade,Cuvée Prestige Rasteau 2019,Rasteau,France,3.8,783,17.8,Red
Château Musar,Musar Jeune Rouge 2020,Bekaa Valley,Lebanon,3.9,1011,17.8,Red
Florian Mollet - Domaine Roc de L'Abbaye,Sancerre Rosé 2020,Sancerre,France,3.8,48,17.8,Rose
Domaine Chardigny,Saint-Amour À la Folie 2021,Beaujolais,France,4.0,300,17.8,Red
Domaine Blanc Plume,Rouge Barrique 2020,Côtes Catalanes,France,3.5,29,17.8,Red
Château Pech Redon,L'Épervier Rouge 2020,La Clape,France,3.8,820,17.8,Red
Domaine Giachino,Black Giac 2022,Savoie,France,3.9,423,17.8,Red
Clos de la Bresse,La Bresse Rouge 2016,Côtes du Roussillon Villages,France,4.2,43,17.8,Red
Erste+Neue,Puntay Riserva Pinot Nero 2020,Südtirol - Alto Adige,Italy,3.9,84,17.8,Red
Canet-Valette,Une et Mille Nuits Saint-Chinian Rouge 2017,Saint-Chinian,France,3.7,51,17.8,Red
Costa Arente,Valpolicella Ripasso Valpantena 2019,Valpolicella Ripasso,Italy,4.1,109,17.8,Red
Gayda,Figure Libre Cabernet Franc 2021,Pays d'Oc,France,4.0,46,17.8,Red
L'Enclos des Braves,L'Enclos Rouge 2016,Gaillac,France,3.7,38,17.8,Red
Domaine de Chasselvin,Crozes-Hermitage 2021,Crozes-Hermitage,France,3.8,339,17.8,Red
Domaine Boudau,Padri Côtes du Roussillon Villages 2020,Côtes du Roussillon Villages,France,3.9,261,17.8,Red
Atalaya,La Atalaya del Camino 2021,Almansa,Spain,4.1,60,17.8,Red
André Brunel,Cuvée Sommelongue Côtes du Rhône 2020,Côtes-du-Rhône,France,3.8,583,17.8,Red
Terres Dorées,Saint-Amour 2022,Saint-Amour,France,3.8,726,17.8,Red
Ingrid Groiss,Hasenhaide Rosé 2022,Weinviertel,Austria,4.1,31,17.8,Rose
I Clivi,San Pietro Friulano 2021,Colli Orientali del Friuli,Italy,3.9,73,17.82,White
Laurenzane,Les Jardins de Laurenzane Pessac-Léognan 2019,Pessac-Léognan,France,3.9,46,17.83,Red
Louis Jadot,Château des Jacques Moulin-à-Vent 2020,Moulin-à-Vent,France,4.0,89,17.84,Red
Sylvain Bailly,Terroirs Sancerre 2022,Sancerre,France,4.3,30,17.85,White
Damilano,Arneis Langhe 2022,Langhe,Italy,4.0,52,17.85,White
Franz Keller,Grauburgunder Vom Löss 2021,Baden,Germany,3.5,52,17.85,White
Château Les Croisille,Chardonnay 2022,South West France,France,3.8,79,17.85,White
Château Les Croisille,Sauvignon 2022,South West France,France,3.6,65,17.85,White
Mouton Cadet,Héritage 2019,Bordeaux,France,3.6,79,17.85,Red
La Source,Torrette Superiore 2017,Valle d'Aosta,Italy,3.6,255,17.86,Red
Marabino,Muscatedda Moscato di Noto 2022,Moscato di Noto,Italy,3.8,1087,17.87,White
Nino Negri,Inferno Valtellina Superiore 2020,Valtellina Superiore,Italy,3.6,3912,17.88,Red
Reichsgraf von Kesselstatt,Schloss Marienlay Riesling Trocken 2021,Mosel,Germany,3.9,81,17.88,White
Tessari,Bine Longhe di Costalta 2018,Soave Classico,Italy,3.9,75,17.88,White
Casal Farneto,Crisio Verdicchio dei Castelli di Jesi Riserva Classico 2018,Verdicchio dei Castelli di Jesi Riserva,Italy,4.0,66,17.88,White
Azienda Agricola Grillo,Il Sauvignon Blanc 2021,Colli Orientali del Friuli,Italy,3.9,69,17.88,White
Willm,Pinot Blanc Réserve 2020,Alsace,France,3.7,93,17.88,White
Von Blumen,502 Gewürztraminer 2021,Südtirol - Alto Adige,Italy,4.1,69,17.88,White
Donnafugata,Vigna Di Gabri 2021,Sicilia,Italy,4.1,416,17.88,White
Tramin,Selida Gewürztraminer 2022,Südtirol - Alto Adige,Italy,4.1,335,17.88,White
J. Hofstätter,Joseph Meczan Pinot Nero - Blauburgunder Alto Adige 2022,Südtirol - Alto Adige,Italy,3.8,97,17.88,Red
Tramin,Pinot Bianco Moriz 2022,Südtirol - Alto Adige,Italy,3.9,63,17.88,White
De Vigili,Terre Bianche Chardonnay 2021,Trentino,Italy,4.1,37,17.88,White
Gut Hermannsberg,Just Riesling! 2021,Nahe,Germany,3.8,131,17.88,White
La Spinetta,Il Rosé di Casanova 2022,Toscana,Italy,3.9,497,17.88,Rose
Il Canovino,Quarto Vecchio Valpolicella Ripasso Superiore 2020,Valpolicella Ripasso,Italy,4.1,505,17.88,Red
Cecchi,Rosso di Montalcino 2019,Rosso di Montalcino,Italy,3.5,45,17.88,Red
Ceci,To You (a te) Bolle di Lambrusco Rosso,Emilia-Romagna,Italy,3.9,89,17.88,Sparkling
Cantalupo,Agamium Colline Novaresi 2021,Colline Novaresi,Italy,3.7,911,17.88,Red
Castelvecchio,Refosco dal Peduncolo Rosso Carso 2019,Carso,Italy,3.8,472,17.88,Red
Terlan (Terlano),Tradition Lagrein 2022,Südtirol - Alto Adige,Italy,3.9,89,17.88,Red
La Braccesca,Vino Nobile di Montepulciano 2020,Vino Nobile di Montepulciano,Italy,4.0,224,17.88,Red
Facchetti,Carpe Diem Sebino Rosso 2019,Sebino,Italy,3.8,91,17.88,Red
Albino Armani,Valpolicella Ripasso 2020,Valpolicella Ripasso,Italy,4.0,31,17.88,Red
Podere Sette,Il Sette Cabernet Franc 2019,Toscana,Italy,3.8,33,17.88,Red
Enzo Boglietti,Langhe Nebbiolo 2022,Langhe,Italy,3.8,1433,17.88,Red
Cecchi,La Campana Montefalco Sagrantino 2015,Montefalco Sagrantino,Italy,3.8,212,17.88,Red
Alberto Oggero,Sandro d'Pindeta 2019,Roero,Italy,3.9,79,17.88,Red
Arceno,Chianti Classico 2019,Chianti Classico,Italy,4.0,606,17.88,Red
Colle Manora,Manora 2017,Piemonte,Italy,3.9,326,17.88,Red
Château de Merande - Domaine Genoux,Altesse Roussette de Savoie 2021,Roussette de Savoie,France,3.8,41,17.9,White
Château Haut Selve,Graves Blanc 2020,Graves,France,4.0,36,17.9,White
Château de Manissy,Langoustière Tavel Rosé 2022,Tavel,France,3.6,66,17.9,Rose
Domaine Roger Pabiot et Fils,Coteau des Girarmes Pouilly-Fumé 2022,Pouilly-Fumé,France,4.3,53,17.9,White
Château Jean Faux,Les Pins Francs Bordeaux Blanc 2019,Bordeaux,France,3.9,35,17.9,White
Château Coquillas,Pessac-Léognan Blanc 2020,Pessac-Léognan,France,3.7,550,17.9,White
La Chablisienne,La Sereine Chablis 2019,Chablis,France,3.8,336,17.9,White
Markus Molitor,Haus Klosterberg Riesling 2019,Mosel,Germany,4.0,1175,17.9,White
Domaine Giachino,Apremont 2022,Savoie,France,3.7,417,17.9,White
Domaine Bourillon Dorléans,Premium Vouvray Brut,Vouvray,France,3.6,87,17.9,Sparkling
Domaine Ledogar,Maccabeu 2022,Aude,France,3.8,228,17.9,White
La Vela,Randa Bianco 2021,Terre Siciliane,Italy,4.3,65,17.9,White
François Plouzeau - Domaine de La Garrelière,Marquis de C 2019,Touraine,France,4.1,219,17.9,White
Domaine Raymond Usseglio & Fils,Les Claux Terroir Blanc 2022,Côtes-du-Rhône,France,3.8,375,17.9,White
The Ned,Chardonnay 2020,Wairau Valley,New Zealand,3.5,32,17.9,White
Domaine des Ardoisieres,Silice 2021,Vins des Allobroges,France,4.0,304,17.9,White
Domaine Anne Gros & Jean-Paul Tollot,La Cinso Cinsault 2017,Côtes du Brian,France,3.6,52,17.9,Red
Château de Villeneuve,Vieilles Vignes Saumur-Champigny 2019,Saumur-Champigny,France,3.9,170,17.9,Red
Laporte,Les Grandmontains Sancerre Rouge 2019,Sancerre,France,3.8,186,17.9,Red
Mas des Brousses,Blanc 2022,Saint-Guilhem-le-Desert,France,3.6,103,17.9,White
Mas de Libian,Cave Vinum 2020,Ardèche,France,4.0,94,17.9,White
Le Vigne di San Pietro,Ho Scritto T’Amo Sulla Sabbia 2022,Veneto,Italy,3.9,37,17.9,Sparkling
Donato Giangirolami,Propizio 2016,Lazio,Italy,3.7,161,17.9,White
Marcel Deiss,Spring Alsace 2018,Alsace,France,3.8,41,17.9,White
Bernard Defaix,Bourgogne Aligoté 2022,Bourgogne Aligoté,France,3.7,239,17.9,White
Antonella Corda,Vermentino di Sardegna 2022,Vermentino di Sardegna,Italy,4.0,55,17.9,White
Château Suduiraut,Blanc Sec de Suduiraut Bordeaux 2021,Bordeaux,France,3.7,1576,17.9,White
Domaine Raymond Usseglio & Fils,Les Claux Terroir Blanc 2021,Côtes-du-Rhône,France,3.9,39,17.9,White
Domaine de Torraccia,Blanc 2022,Corsica,France,3.6,723,17.9,White
Maslauris,L’Inopiné Blanc 2022,Luberon,France,3.9,150,17.9,White
Château Bouscaut,Les Chênes de Bouscaut Pessac-Leognan Blanc 2020,Pessac-Léognan,France,3.8,68,17.9,White
J. Bouchon,Block Series Semillon 2021,Maule Valley,Chile,3.8,271,17.9,White
Domaine Giachino,Altesse 2021,Roussette de Savoie,France,4.0,30,17.9,White
Domaines Ott,By.Ott Rosé 2022,Côtes de Provence,France,4.0,513,17.9,Rose
G. Milazzo,Bianco di Nera 2022,Sicilia,Italy,4.0,4823,17.9,Sparkling
J. Bouchon,Block Series Carménère 2018,Maule Valley,Chile,3.8,196,17.9,Red
Cà de Pazzi,Franciacorta Brut,Franciacorta,Italy,3.9,1465,17.9,Sparkling
Zenato,Lugana Metodo Classico Brut 2019,Lugana,Italy,3.8,612,17.9,Sparkling
Le Soula,Trigone Rouge 2021,Vin de France,France,3.8,1225,17.9,Red
Domaine les Terres Promises,À Bouche Que Veux - Tu 2022,Vin de Pays de la Sainte-Baume,France,3.8,547,17.9,White
Due Terre,Catarratto 2022,Terre Siciliane,Italy,3.8,106,17.9,White
Cà Maiol,Molin Lugana 2021,Lugana,Italy,3.8,108,17.9,White
Château Puech-Haut,Prestige Saint-Drézéry Blanc 2021,Saint-Drézéry,France,3.9,57,17.9,White
Château de Bachen,Domaine de Bachen La Dune 2022,Gascogne,France,4.1,271,17.9,Rose
Domaine de Naisse,Bourgogne Pinot Noir 2021,Bourgogne,France,3.9,112,17.9,Red
Château Fonroque,Château Cartier Saint-Émilion Grand Cru 2020,Saint-Émilion Grand Cru,France,3.8,1868,17.9,Red
Altesino,Toscana Rosso 2020,Toscana,Italy,3.9,95,17.9,Red
Vignoble Millaire,Château Lamarche Canon 2019,Canon-Fronsac,France,3.9,230,17.9,Red
Wilfrid Rousse,Clos de la Roche Chinon 2017,Chinon,France,4.0,37,17.9,Red
Domaine des Schistes,Le Parcellaire Caune d'en joffre 2019,Côtes du Roussillon Villages,France,3.9,147,17.9,Red
Domaine Finot,Pinot Noir 2021,Isere,France,3.7,225,17.9,Red
Domaine de la Cotelleraie,Le Vau Jaumier 2018,Saint-Nicolas-de-Bourgueil,France,4.1,70,17.9,Red
Domaine l'Ancienne Cure,L'Abbaye Bergerac Rouge 2018,Côtes de Bergerac,France,3.7,220,17.9,Red
Domaine Pierre Cros,Vieilles Vignes 2021,Minervois,France,4.0,915,17.9,Red
Château de Jonquières,La Baronnie Rouge 2020,Terrasses du Larzac,France,3.8,313,17.9,Red
Domaine de Rocheville,Le Roi Saumur-Champigny 2018,Saumur-Champigny,France,3.7,610,17.9,Red
Château Fourcas Hosten,Listrac-Médoc 2011,Listrac-Médoc,France,3.7,854,17.9,Red
Cau Eden,Nostromo 2020,Vin de France,France,4.0,77,17.9,Red
Mas Becha,Barrique Rouge 2020,Côtes du Roussillon,France,4.2,1289,17.9,Red
Delas,Domaine des Genets Vacqueyras 2019,Vacqueyras,France,3.8,77,17.9,Red
Clos Henri Vineyard,Fusional Pinot Noir 2020,Marlborough,New Zealand,3.5,217,17.9,Red
Te Mata,Estate Vineyards Merlot - Cabernets 2016,Hawke's Bay,New Zealand,3.5,125,17.9,Red
Château Martet,Les Hauts de Martet 2018,Sainte-Foy-Bordeaux,France,3.7,628,17.9,Red
Ermitage du Pic Saint Loup,Tour de Pierres 2016,Pic-Saint-Loup,France,3.7,384,17.9,Red
Château Coujan,Cuvée Bois Joli Saint-Chinian Rouge 2019,Saint-Chinian,France,4.2,55,17.9,Red
Xavier Vignon,Arcane Le Fou,Vin de France,France,4.0,1835,17.9,Red
Domaine Arnaud Lambert,Terres Rouges Saumur-Champigny 2021,Saumur-Champigny,France,3.8,132,17.9,Red
Domaine des Crès Ricards,Oenothera Rouge 2020,Terrasses du Larzac,France,4.1,38,17.9,Red
Château Cap de Faugères,Castillon - Côtes de Bordeaux 2011,Castillon - Côtes de Bordeaux,France,3.4,771,17.9,Red
Château Jean Faux,Les Sources 2016,Bordeaux,France,4.1,100,17.9,Red
Château Chasse-Spleen,Château Gressier Grand Poujeaux Moulis-en-Médoc 2012,Moulis-en-Médoc,France,3.7,220,17.9,Red
Mas d'Espanet,Pinôt 2021,Cevennes,France,3.8,74,17.9,Red
Château Lynch-Moussas,Les Hauts de Lynch-Moussas Haut-Médoc 2019,Haut-Médoc,France,3.9,48,17.9,Red
Terres du Gaugalin,La Grande Rando 2021,Vin de France,France,4.2,37,17.9,Red
Gardiés,Les Millères 2021,Côtes du Roussillon Villages,France,3.7,975,17.9,Red
Famille Deroose,Esprit des Garrigues 2016,Corbières,France,3.9,165,17.9,Red
Domaine Le Galantin,Bandol Rouge 2018,Bandol,France,3.8,83,17.9,Red
Château Rousselle,Côtes de Bourg 2018,Côtes de Bourg,France,4.0,218,17.9,Red
Château de Camensac,La Closerie de Camensac Haut-Médoc 2016,Haut-Médoc,France,3.6,87,17.9,Red
Philippe Ravier,Pinot Noir 2021,Savoie,France,3.7,49,17.9,Red
Domaine de la Croix,Iirrésistible Côtes de Provence 2021,Côtes de Provence,France,4.0,200,17.9,Red
L'Orée du Sabia,Les Barrelières 2020,Val de Loire,France,3.8,48,17.9,Red
Domaine de la Bonne Tonne,Régnié 2021,Régnié,France,3.9,144,17.9,Red
Weingut Bründlmayer,Zweigelt 2017,Niederösterreich,Austria,3.6,243,17.9,Red
Clos Puy Arnaud,Cuvée Pervenche Castillon - Côtes de Bordeaux 2019,Castillon - Côtes de Bordeaux,France,3.4,33,17.9,Red
Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc 2016,Haut-Médoc,France,4.0,35,17.9,Red
Escudo Rojo,Gran Reserva 2019,Maipo Valley,Chile,3.9,1452,17.9,Red
Hartenberg,Doorkeeper Shiraz 2020,Stellenbosch,South Africa,3.9,314,17.9,Red
Château Potensac,Chapelle de Potensac Médoc 2015,Médoc,France,3.8,1181,17.9,Red
Château de Caraguilhes,L'Echappée Belle 2016,Corbières Boutenac,France,3.8,106,17.9,Red
Château Real-Caillou,Cuvée Lectio Lalande-de-Pomerol 2020,Lalande-de-Pomerol,France,4.1,159,17.9,Red
The Ned,Pinot Noir 2020,Marlborough,New Zealand,3.8,263,17.9,Red
Domaine de Vénus,L'Effrontée Côtes du Roussillon 2011,Côtes du Roussillon,France,4.0,42,17.91,White
Domaine de la Tour - Domaine Joblot Fabrice,Rully Chardonnay 2015,Rully,France,3.5,31,17.91,White
Domaine Borgeot,Clos de la Carbonade Bourgogne Monopole 2020,Bourgogne,France,3.9,35,17.91,White
Weingut R&A Pfaffl,Wien.1 Vienna White Blend 2020,Niederösterreich,Austria,4.1,463,17.92,White
Groot Constantia,Sauvignon Blanc 2022,Constantia,South Africa,3.9,266,17.93,White
Château de Nouvelles,Gabrielle Fitou 2019,Fitou,France,3.9,216,17.95,Red
Marqués del Puerto,Gran Reserva 2011,Rioja,Spain,3.8,747,17.95,Red
Clos d'Alzeto,Ajaccio Rouge 2018,Ajaccio,France,4.1,119,17.95,Red
Domaine des Remizières,Cuvée Particulière Crozes-Hermitage Rouge 2021,Crozes-Hermitage,France,3.9,55,17.95,Red
Chateau Réal Martin,Grande Cuvée Rosé Côtes de Provence 2022,Côtes de Provence,France,4.0,166,17.95,Rose
Château Salitis,Comme Autrefois Cabardès 2008,Cabardès,France,3.8,90,17.95,Red
Château Roubine,Premium Rouge Côtes de Provence (Cru Classé) 2020,Côtes de Provence,France,4.0,115,17.95,Red
Legón,Ribera del Duero Reserva 2018,Ribera del Duero,Spain,4.2,241,17.95,Red
Planeta,Sito dell'Ulmo Merlot 2016,Menfi,Italy,4.0,163,17.95,Red
Ciabot Berton,3 Utin Langhe Nebbiolo 2020,Langhe,Italy,3.9,60,17.95,Red
Bodegas Faustino,I Gran Reserva 75 Aniversario 2012,Rioja,Spain,4.0,106,17.95,Red
Bodegas Faustino,I Gran Reserva 75 Aniversario 2011,Rioja,Spain,4.1,78,17.95,Red
Château Montana,Silencio 2021,Côtes du Roussillon,France,4.0,218,17.95,Red
Château Patache d'Aux,Médoc 2015,Médoc,France,3.9,774,17.95,Red
Antinori,Castello della Sala San Giovanni della Sala Classico Superiore 2022,Orvieto,Italy,4.1,170,17.95,White
Terre des 2 Sources,Caprices 2018,Terrasses du Larzac,France,3.9,57,17.95,Red
Almenkerk Wine Estate,Merlot 2015,Elgin,South Africa,4.1,145,17.95,Red
Xavier Vignon,Beaumes-de-Venise 2020,Beaumes-de-Venise,France,4.0,44,17.95,Red
Château de Lascaux,Les Pierres d’Argent Languedoc Blanc 2016,Languedoc,France,3.8,174,17.95,White
Couly-Dutheil,Les Chanteaux Chinon 2020,Chinon,France,4.0,93,17.95,White
Domaine des Marronniers,Petit Chablis 2022,Petit Chablis,France,3.8,35,17.95,White
Vallombrosa,Terrasses Première Cuvée Rosé 2022,Côtes de Provence,France,4.1,197,17.95,Rose
Château Roubine,Premium Rosé Côtes de Provence (Cru Classé) 2022,Côtes de Provence,France,3.9,613,17.95,Rose
Peyrassol,Chateau Peyrassol Côtes de Provence Rosé 2021,Côtes de Provence,France,4.0,125,17.95,Rose
Domaine des Hauts Châssis,Esquisse Crozes Hermitage 2022,Crozes-Hermitage,France,3.8,1006,17.95,Red
Grand Crès,Cuvée Majeure 2017,Corbières,France,3.8,367,17.95,Red
Domaine de Valdition,Vallon des Anges Rosé 2021,Coteaux d'Aix-en-Provence,France,4.0,98,17.95,Rose
Le Mortelle,Botrosecco Maremma Toscana 2020,Maremma Toscana,Italy,4.0,585,17.95,Red
Valdrinal,Entrega Roble 2021,Ribera del Duero,Spain,3.9,1199,17.96,Red
Il Canovino,Quarto Vecchio Valpolicella Classico Superiore 2018,Valpolicella Classico,Italy,4.1,156,17.96,Red
Il Canovino,Quarto Vecchio Valpolicella Classico Superiore 2015,Valpolicella Classico,Italy,4.1,156,17.96,Red
Jean-Luc Colombo,Côtes du Rhône Les Abeilles de Colombo Rouge 2019,Côtes-du-Rhône,France,3.7,439,17.97,Red
Montonale,La Venga 2018,Lombardia,Italy,3.7,46,17.98,Red
Terrazze dell Etna,Cratere Sicilia 2014,Sicilia,Italy,3.9,55,17.98,Red
Villa Raiano,Costa Baiano 2018,Irpinia,Italy,3.8,165,17.98,Red
Torre Fornello,Sinsäl Gutturnio Superiore 2019,Gutturnio,Italy,3.6,475,17.98,Red
Le Ragnaie,Troncone Toscana Rosso 2021,Toscana,Italy,3.8,65,17.98,Red
Etnella,Tracotanza 2020,Etna,Italy,3.8,43,17.98,Red
COS,Frappato (di Vittoria) 2022,Sicilia,Italy,4.0,219,17.98,Red
Massolino,Barbera d'Alba 2021,Barbera d'Alba,Italy,3.9,798,17.98,Red
